Source_row,中文名,学名,省份,引用,原搁置原因,建议裁定,置信度,裁定依据
1346,,Xenophrys jinggangensis,江西和湖南,Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology,记录类型无法判定（原表未标注且引用无线索）,待人工复核-未能在线定性,需人工,文献类型未能在线确认，建议查网盘原文（新纪录报道→事件表；调查/分类文→排除）
1350,莽山角蟾,Xenophrys mangshanensis,广东、江西,Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology,记录类型无法判定（原表未标注且引用无线索）,待人工复核-未能在线定性,需人工,文献类型未能在线确认，建议查网盘原文（新纪录报道→事件表；调查/分类文→排除）
1352,,Xenophrys kuatunensis,,Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1353,,Megophrys nasuta,沙巴,Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology,记录类型无法判定（原表未标注且引用无线索）,C 排除-记录地为国外省区,高,省份为国外行政区
1354,峨山掌突蟾,Paramegophrys oshanensis,四川,Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology,记录类型无法判定（原表未标注且引用无线索）,待人工复核-未能在线定性,需人工,文献类型未能在线确认，建议查网盘原文（新纪录报道→事件表；调查/分类文→排除）
1355,,Xenophrys minor,,Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1356,,Xenophrys ancrae,,Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1358,张氏角蟾,Xenophrys zhangi,,Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1359,,Xenophrys zunhebotoensis,,Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1360,,Xenophrys binchuanensis,,Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1361,,Xenophrys pachyproctus,,Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1362,巫山费氏蛙,Feirana quadranus,重庆、甘肃、湖北、四川、陕西,Xin YANG and Bin WANG and Junhua HU and Jianping JIANG (2011). A New Species of the Genus Feirana (Amphibia: A,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1368,戴氏攀蜥,Japalura dymondi,云南,Dingqi RAO and Jens V. VINDUM and Xiaohui MA and Mingxia FU and Jeffery A. WILKINSON (2017). A New Species of ,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1369,,Xenophrys palpebralespinosa,,Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1370,,Xenophrys parallela,,Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1371,艾氏坭蛇,Trachischium apteii,西藏,"Guo, Peng and Liu, Qin and Jin, Jie Qiong and Shu, Fu and Wu, Ya Yong and Che, Jing (2024). Multilocus Molecul",记录类型无法判定（原表未标注且引用无线索）,待人工复核-未能在线定性,需人工,文献类型未能在线确认，建议查网盘原文（新纪录报道→事件表；调查/分类文→排除）
1373,,Trachischium fuscum,,"Guo, Peng and Liu, Qin and Jin, Jie Qiong and Shu, Fu and Wu, Ya Yong and Che, Jing (2024). Multilocus Molecul",记录类型无法判定（原表未标注且引用无线索）,B7 坐标在境内可反推省份,中,无省份但坐标在境内；反推省份后按其文献类型处理（多为伴随→排除）
1374,,Trachischium guentheri,,"Guo, Peng and Liu, Qin and Jin, Jie Qiong and Shu, Fu and Wu, Ya Yong and Che, Jing (2024). Multilocus Molecul",记录类型无法判定（原表未标注且引用无线索）,B7 坐标在境内可反推省份,中,无省份但坐标在境内；反推省份后按其文献类型处理（多为伴随→排除）
1375,橄榄坭蛇,Trachischium laeve,,"Guo, Peng and Liu, Qin and Jin, Jie Qiong and Shu, Fu and Wu, Ya Yong and Che, Jing (2024). Multilocus Molecul",记录类型无法判定（原表未标注且引用无线索）,B7 坐标在境内可反推省份,中,无省份但坐标在境内；反推省份后按其文献类型处理（多为伴随→排除）
1376,山坭蛇,Trachischium monticola,西藏,"Guo, Peng and Liu, Qin and Jin, Jie Qiong and Shu, Fu and Wu, Ya Yong and Che, Jing (2024). Multilocus Molecul",记录类型无法判定（原表未标注且引用无线索）,待人工复核-未能在线定性,需人工,文献类型未能在线确认，建议查网盘原文（新纪录报道→事件表；调查/分类文→排除）
1378,墨脱角蟾,Megophrys medogensis,西藏,Shengchao Shi and Meihua Zhang and Feng Xie and Jianping Jiang and Wulin Liu and Li Ding and Li Luan and Bin W,新种描述文献中的伴随物种记录，非明确新纪录事件,A1/B1 排除-同种同省已收录(再记录),高,同种同省组合已由更早/已收录文献建立，本行为再记录
1379,粗肛角蟾,Megophrys pachyproctus,西藏,Shengchao Shi and Meihua Zhang and Feng Xie and Jianping Jiang and Wulin Liu and Li Ding and Li Luan and Bin W,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1382,墨脱角蟾,Megophrys medogensis,西藏,Shengchao Shi and Meihua Zhang and Feng Xie and Jianping Jiang and Wulin Liu and Li Ding and Li Luan and Bin W,新种描述文献中的伴随物种记录，非明确新纪录事件,A1/B1 排除-同种同省已收录(再记录),高,同种同省组合已由更早/已收录文献建立，本行为再记录
1383,粗肛角蟾,Megophrys pachyproctus,西藏,Shengchao Shi and Meihua Zhang and Feng Xie and Jianping Jiang and Wulin Liu and Li Ding and Li Luan and Bin W,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1387,银环蛇,Bungarus multicinctus,福建、台湾,Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evide,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1391,五斑颈槽蛇,Rhabdophis pentasupralabialis,四川,Yige PIAO and Zening CHEN and Yanqing WU and Shengchao SHI and Hirohiko TAKEUCHI and Teppei JONO and Masaya FU,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1392,广东颈槽蛇,Rhabdophis guangdongensis,,Yige PIAO and Zening CHEN and Yanqing WU and Shengchao SHI and Hirohiko TAKEUCHI and Teppei JONO and Masaya FU,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1393,王氏环蛇,Bungarus wanghaotingi,云南,Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evide,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1395,银环蛇,Bungarus multicinctus,,Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evide,新种描述文献中的伴随物种记录，非明确新纪录事件,B7 坐标在境内可反推省份,中,无省份但坐标在境内；反推省份后按其文献类型处理（多为伴随→排除）
1396,王氏环蛇,Bungarus wanghaotingi,,Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evide,新种描述文献中的伴随物种记录，非明确新纪录事件,B7 坐标在境内可反推省份,中,无省份但坐标在境内；反推省份后按其文献类型处理（多为伴随→排除）
1401,老挝水龙蜥,Tropidophorus laotus,,Kai WANG and Ling LI and V. DEEPAK and Somphouthone PHIMMACHAK and Stéphane GROSJEAN and Nicolas VIDAL and Zho,记录类型无法判定（原表未标注且引用无线索）,待人工复核-未能在线定性,需人工,文献类型未能在线确认，建议查网盘原文（新纪录报道→事件表；调查/分类文→排除）
1403,马来环蛇,Bungarus candidus,,Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evide,新种描述文献中的伴随物种记录，非明确新纪录事件,C 排除-坐标在境外,高,坐标位于中国范围外
1404,鉛山壁虎,Gekko hokouensis,台北、彭佳屿、台东县,林俊聰 & 姚秋如 (2016). 臺灣宜蘭縣龜山島壁虎屬 (Gekko) (有鱗目:蜥蜴亞目: 壁虎科) 一新種 A New Species of the Genus Gekko (Squamata: Sauria: ,新种描述文献中的伴随物种记录，非明确新纪录事件,C 排除-记录地为国外省区,高,省份为国外行政区
1407,银环蛇,Bungarus multicinctus,中国东部和南部,Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evide,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1408,王氏环蛇,Bungarus wanghaotingi,中国南部、西南部,Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evide,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1409,马来环蛇,Bungarus candidus,西爪哇、平福,Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evide,新种描述文献中的伴随物种记录，非明确新纪录事件,C 排除-记录地为国外省区,高,省份为国外行政区
1410,台湾烙铁头蛇,Ovophis makazayazaya,,Yang-Mei Zeng and Ke Li and Qin Liu and Ya-Yong Wu and Shao-Bing Hou and Gui-Gang Zhao and Sang Ngoc Nguyen an,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1411,山烙铁头蛇,Ovophis monticola,,Yang-Mei Zeng and Ke Li and Qin Liu and Ya-Yong Wu and Shao-Bing Hou and Gui-Gang Zhao and Sang Ngoc Nguyen an,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1412,大头姬蛙,Microhyla pulchra,广东、永富,Meihua ZHANG and Liang FEI and Changyuan YE and Yufan WANG and Bin Wang and Jianping JIANG (2018). A New Speci,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
1416,山烙铁头,Ovophis monticola,云南,Shuo Liu and Mian Hou and Mingzhong Mo and Mei Li and Biao Li and Xiong Luo and Dingqi Rao and Song Li (2024).,新种描述文献中的伴随物种记录，非明确新纪录事件,A1/B1 排除-同种同省已收录(再记录),高,同种同省组合已由更早/已收录文献建立，本行为再记录
1417,,Ovophis taylori,,Yang-Mei Zeng and Ke Li and Qin Liu and Ya-Yong Wu and Shao-Bing Hou and Gui-Gang Zhao and Sang Ngoc Nguyen an,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
1418,棕黑腹链蛇,Hebius sauteri,台湾,Mao-Liang Li and Jin-Long Ren and Jun-Jie Huang and Zhi-Tong Lyu and Shuo Qi and Ke Jiang and Ying-Yong Wang a,记录类型无法判定（原表未标注且引用无线索）,待人工复核-未能在线定性,需人工,文献类型未能在线确认，建议查网盘原文（新纪录报道→事件表；调查/分类文→排除）
1420,饰纹姬蛙,Microhyla fissipes,,Zhi-Yong YUAN and Chatmongkon SUWANNAPOOM and Fang YAN and Nikolay A. POYARKOV and Sang Ngoc NGUYEN and Hong-m,记录类型无法判定（原表未标注且引用无线索）,待人工复核-未能在线定性,需人工,文献类型未能在线确认，建议查网盘原文（新纪录报道→事件表；调查/分类文→排除）
1421,穆氏姬蛙,Microhyla mukhlesuri,,Zhi-Yong YUAN and Chatmongkon SUWANNAPOOM and Fang YAN and Nikolay A. POYARKOV and Sang Ngoc NGUYEN and Hong-m,记录类型无法判定（原表未标注且引用无线索）,B7 坐标在境内可反推省份,中,无省份但坐标在境内；反推省份后按其文献类型处理（多为伴随→排除）
